"domainID","siteID","horizontalPosition","verticalPosition","date","wssStaPresMean","wssStaPresMinimum","wssStaPresMaximum","wssStaPresVariance","wssStaPresStdErMean","wssStaPresNumPts","staPresQF","wssCorPres","corPresQF"
"D03","OSBS","000","025","2018-05-06",100.96433,100.74758,101.13893,0.01278,0.00122,8640,0,101.54888,0
"D03","OSBS","000","025","2018-05-07",101.01837,100.8078,101.16903,0.00739,0.00092,8640,0,101.60378,0
"D03","OSBS","000","025","2018-05-08",101.27174,101.07872,101.46004,0.00924,0.00103,8640,0,101.86294,0
"D03","OSBS","000","025","2018-05-09",101.4573,101.32959,101.60052,0.00694,9e-04,8640,0,102.04965,0
"D03","OSBS","000","025","2018-05-10",101.49835,101.21921,101.67077,0.01447,0.00129,8640,0,102.08849,0
"D03","OSBS","000","025","2018-05-11",101.43636,101.23927,101.56039,0.0085,0.00099,8640,0,102.0213,0
"D03","OSBS","000","025","2018-05-12",101.48647,101.34966,101.6507,0.00767,0.00094,8640,0,102.07224,0
"D03","OSBS","000","025","2018-05-13",101.44604,101.25935,101.60052,0.0091,0.00103,8640,0,102.03764,0
"D03","OSBS","000","025","2018-05-14",101.19844,100.90814,101.33963,0.01399,0.00127,8640,0,101.78854,0
"D03","OSBS","000","025","2018-05-15",100.9859,100.87804,101.14897,0.00453,0.00072,8640,0,101.57483,0
"D03","OSBS","000","025","2018-05-16",100.95106,100.74758,101.08876,0.00884,0.00101,8640,0,101.5393,0
"D03","OSBS","000","025","2018-05-17",100.87975,100.78772,101.00848,0.0027,0.00056,8640,0,101.46545,0
"D03","OSBS","000","025","2018-05-18",101.03149,100.84793,101.19914,0.00606,0.00084,8640,0,101.6182,0
"D03","OSBS","000","025","2018-05-19",101.262,101.06869,101.40987,0.00783,0.00095,8640,0,101.84842,0
"D03","OSBS","000","025","2018-05-20",101.51306,101.35969,101.69084,0.0056,8e-04,8640,0,102.10483,0
"D03","OSBS","000","025","2018-05-21",101.45514,101.32959,101.60052,0.00451,0.00072,8640,0,102.04492,0
"D03","OSBS","000","025","2018-05-22",101.42799,101.27941,101.57042,0.00624,0.00085,8640,0,102.01524,0
"D03","OSBS","000","025","2018-05-23",101.43785,101.23927,101.61056,0.01096,0.00115,8260,0,102.02387,0
"D03","OSBS","000","025","2018-05-24",101.39208,101.19914,101.52025,0.00786,0.00095,8640,0,101.97564,0
"D03","OSBS","000","025","2018-05-25",101.24862,100.98841,101.45001,0.01902,0.00148,8640,0,101.8313,0
"D03","OSBS","000","025","2018-05-26",101.01997,100.78772,101.19914,0.01468,0.0013,8640,0,101.60315,0
"D03","OSBS","000","025","2018-05-27",100.60204,100.24586,100.868,0.03712,0.00207,8640,0,101.18446,0
"D03","OSBS","000","025","2018-05-28",100.47362,100.32614,100.62717,0.00355,0.00064,8640,0,101.05192,0
"D03","OSBS","000","025","2018-05-29",100.78483,100.5469,100.94828,0.00839,0.00099,8640,0,101.36661,0
"D03","OSBS","000","025","2018-05-30",101.05738,100.8981,101.26938,0.00784,0.00095,8640,0,101.64373,0
"D03","OSBS","000","025","2018-05-31",101.13417,100.96834,101.32959,0.00979,0.00106,8640,0,101.71736,0
"D03","OSBS","000","025","2018-06-01",101.10399,100.88807,101.23927,0.01029,0.00109,8640,0,101.6847,0
"D03","OSBS","000","025","2018-06-02",100.93935,100.67734,101.10883,0.01399,0.00127,8640,0,101.51866,0
"D03","OSBS","000","025","2018-06-03",100.87526,100.72752,100.98841,0.00365,0.00065,8640,0,101.45495,0
"D03","OSBS","000","025","2018-06-04",100.85329,100.6071,101.01852,0.01052,0.0011,8640,0,101.43011,0
"D03","OSBS","000","025","2018-06-05",100.77157,100.6071,100.9282,0.00755,0.00093,8640,0,101.34884,0
"D03","OSBS","000","025","2018-06-06",100.75994,100.61714,100.96834,0.00713,0.00091,8640,0,101.34555,0
"D03","OSBS","000","025","2018-06-07",101.03599,100.76766,101.22925,0.01753,0.00142,8640,0,101.61977,0
"D03","OSBS","000","025","2018-06-08",101.44377,101.16903,101.6206,0.01169,0.00116,8640,0,102.03051,0
"D03","OSBS","000","025","2018-06-09",101.50858,101.21921,101.64066,0.01221,0.00119,8640,0,102.09435,0
"D03","OSBS","000","025","2018-06-10",101.30486,101.02855,101.43997,0.01369,0.00126,8640,0,101.89043,0
"D03","OSBS","000","025","2018-06-11",101.15052,100.98841,101.26938,0.00432,0.00071,8640,0,101.73427,0
"D03","OSBS","000","025","2018-06-12",101.29655,101.13893,101.48011,0.00923,0.00103,8640,0,101.88241,0
"D03","OSBS","000","025","2018-06-13",101.3999,101.18911,101.59049,0.01109,0.00113,8640,0,101.98275,0
"D03","OSBS","000","025","2018-06-14",101.34047,101.10883,101.48011,0.01089,0.00112,8640,0,101.92167,0
"D03","OSBS","000","025","2018-06-15",101.24897,101.03858,101.3898,0.0084,0.00101,8280,0,101.82798,1
"D03","OSBS","000","025","2018-06-16",101.3089,101.17907,101.45001,0.00487,0.00075,8640,0,101.89136,0
"D03","OSBS","000","025","2018-06-17",101.50855,101.36973,101.69084,0.00827,0.00098,8640,0,102.09153,0
"D03","OSBS","000","025","2018-06-18",101.52267,101.28945,101.66074,0.01029,0.00109,8640,0,102.10368,0
"D03","OSBS","000","025","2018-06-19",101.24437,100.91817,101.42994,0.02078,0.00159,8205,0,101.82602,1
"D03","OSBS","000","025","2018-06-20",100.96269,100.68738,101.1289,0.00855,0.00099,8640,0,101.54207,0
"D03","OSBS","000","025","2018-06-21",100.83642,100.66731,100.91817,0.00385,0.00067,8640,0,101.41444,0
"D03","OSBS","000","025","2018-06-22",100.91157,100.75762,101.08876,0.00823,0.00098,8640,0,101.4855,0
"D03","OSBS","000","025","2018-06-23",101.05495,100.88807,101.20917,0.00747,0.00093,8640,0,101.63023,0
"D03","OSBS","000","025","2018-06-24",101.223,101.03858,101.4199,0.00971,0.00106,8640,0,101.79967,0
"D03","OSBS","000","025","2018-06-25",101.41879,101.24931,101.56039,0.00785,0.00095,8640,0,101.99866,0
"D03","OSBS","000","025","2018-06-26",101.47409,101.30952,101.63063,0.00652,0.00087,8640,0,102.05387,0
"D03","OSBS","000","025","2018-06-27",101.38347,101.11886,101.56039,0.01285,0.00122,8640,0,101.96479,0
"D03","OSBS","000","025","2018-06-28",101.23844,100.98841,101.42994,0.0121,0.00118,8640,0,101.81673,0
"D03","OSBS","000","025","2018-06-29",101.15871,100.99845,101.4199,0.00699,9e-04,8640,0,101.74068,0
"D03","OSBS","000","025","2018-06-30",101.22151,101.10883,101.34966,0.00368,0.00065,8640,0,101.80338,0
"D03","OSBS","000","025","2018-07-01",101.26355,101.11886,101.4199,0.00723,0.00094,8260,0,101.84492,0
"D03","OSBS","000","025","2018-07-02",101.27689,101.09879,101.37977,0.00549,8e-04,8640,0,101.85659,0
"D03","OSBS","000","025","2018-07-03",101.30166,101.14897,101.45001,0.00645,0.00086,8640,0,101.88232,0
"D03","OSBS","000","025","2018-07-04",101.36654,101.25935,101.53028,0.00363,0.00065,8640,0,101.9505,0
"D03","OSBS","000","025","2018-07-05",101.60744,101.49014,101.74101,0.00527,0.00078,8640,0,102.19309,0
"D03","OSBS","000","025","2018-07-06",101.60309,101.24931,101.75105,0.01538,0.00133,8640,0,102.18686,0
"D03","OSBS","000","025","2018-07-07",101.45109,101.34966,101.57042,0.00459,0.00073,8640,0,102.03653,0
"D03","OSBS","000","025","2018-07-08",101.61209,101.43997,101.79119,0.00879,0.00101,8640,0,102.19562,0
"D03","OSBS","000","025","2018-07-09",101.72977,101.50018,101.88151,0.00933,0.00104,8640,0,102.31302,0
"D03","OSBS","000","025","2018-07-10",101.43522,101.05866,101.69084,0.03231,0.00202,7901,0,102.0158,1
"D03","OSBS","000","025","2018-07-11",101.2221,101.01852,101.37977,0.00909,0.00103,8640,0,101.79971,0
"D03","OSBS","000","025","2018-07-12",101.36053,101.07872,101.56039,0.01026,0.00109,8640,0,101.93905,0
"D03","OSBS","000","025","2018-07-13",101.49871,101.28945,101.64066,0.00718,0.00091,8640,0,102.07787,0
"D03","OSBS","000","025","2018-07-14",101.42353,101.22925,101.52025,0.00489,0.00075,8640,0,102.00326,0
"D03","OSBS","000","025","2018-07-15",101.32663,101.159,101.45001,0.00597,0.00083,8640,0,101.90765,0
"D03","OSBS","000","025","2018-07-16",101.32471,101.17907,101.45001,0.00529,0.00078,8640,0,101.90351,0
"D03","OSBS","000","025","2018-07-17",101.3484,101.20917,101.47008,0.00367,0.00065,8640,0,101.93094,0
"D03","OSBS","000","025","2018-07-18",101.17616,100.9282,101.35969,0.01031,0.00109,8640,0,101.75631,0
"D03","OSBS","000","025","2018-07-19",100.99829,100.87804,101.10883,0.00416,0.00069,8640,0,101.57771,0
"D03","OSBS","000","025","2018-07-20",101.00676,100.8981,101.13893,0.00401,0.00069,8529,0,101.58647,0
"D03","OSBS","000","025","2018-07-21",100.9302,100.6071,101.1289,0.01303,0.00123,8640,0,101.50929,0
"D03","OSBS","000","025","2018-07-22",100.70831,100.39638,101.01852,0.01259,0.00121,8640,0,101.29025,0
"D03","OSBS","000","025","2018-07-23",100.48887,100.30608,100.69742,0.00842,0.00099,8640,0,101.06906,0
"D03","OSBS","000","025","2018-07-24",100.73867,100.55693,100.88807,0.00634,0.00086,8640,0,101.31982,0
"D03","OSBS","000","025","2018-07-25",100.9114,100.77769,101.03858,0.00445,0.00072,8640,0,101.48912,0
"D03","OSBS","000","025","2018-07-26",101.08012,100.90814,101.29949,0.00791,0.00096,8640,0,101.65926,0
"D03","OSBS","000","025","2018-07-27",101.20242,101.00848,101.37977,0.00643,0.00086,8630,0,101.77949,0
"D03","OSBS","000","025","2018-07-28",101.28022,101.06869,101.43997,0.00926,0.00104,8640,0,101.85856,0
"D03","OSBS","000","025","2018-07-29",101.23225,101.01852,101.32959,0.00569,0.00081,8640,0,101.8119,0
"D03","OSBS","000","025","2018-07-30",101.26742,101.14897,101.37977,0.00254,0.00054,8640,0,101.85034,0
"D03","OSBS","000","025","2018-07-31",101.40296,101.21921,101.57042,0.00477,0.00074,8640,0,101.98627,0
"D03","OSBS","000","025","2018-08-01",101.38284,101.16903,101.53028,0.00896,0.00102,8640,0,101.9628,0
"D03","OSBS","000","025","2018-08-02",101.38961,101.17907,101.53028,0.00718,0.00091,8640,0,101.9707,0
"D03","OSBS","000","025","2018-08-03",101.49619,101.35969,101.6507,0.00846,0.00099,8640,0,102.07761,0
"D03","OSBS","000","025","2018-08-04",101.63258,101.48011,101.84136,0.01037,0.0011,8640,0,102.21267,0
"D03","OSBS","000","025","2018-08-05",101.7227,101.54032,101.86143,0.00851,0.00099,8640,0,102.30319,0
"D03","OSBS","000","025","2018-08-06",101.6225,101.31955,101.78115,0.01742,0.00142,8640,0,102.20268,0
"D03","OSBS","000","025","2018-08-07",101.47237,101.18911,101.64066,0.0168,0.00139,8640,0,102.05207,0
"D03","OSBS","000","025","2018-08-08",101.41389,101.20917,101.56039,0.00755,0.00093,8640,0,101.99039,0
"D03","OSBS","000","025","2018-08-09",101.42696,101.28945,101.57042,0.00378,0.00066,8640,0,102.00718,0
"D03","OSBS","000","025","2018-08-10",101.26325,100.97838,101.48011,0.01988,0.00152,8640,0,101.84209,0
"D03","OSBS","000","025","2018-08-11",101.12592,100.95831,101.28945,0.00934,0.00104,8640,0,101.70356,0
"D03","OSBS","000","025","2018-08-12",101.22334,101.04862,101.37977,0.00618,0.00085,8640,0,101.80358,0
"D03","OSBS","000","025","2018-08-13",101.29487,101.1289,101.4199,0.00596,0.00083,8640,0,101.87539,0
"D03","OSBS","000","025","2018-08-14",101.31618,101.19914,101.42994,0.00283,0.00057,8640,0,101.89703,0
"D03","OSBS","000","025","2018-08-15",101.42742,101.27941,101.58046,0.00637,0.00086,8640,0,102.00904,0
"D03","OSBS","000","025","2018-08-16",101.63745,101.49014,101.80123,0.0071,0.00091,8640,0,102.22139,0
"D03","OSBS","000","025","2018-08-17",101.76079,101.57042,101.88151,0.00631,0.00085,8640,0,102.34591,0
"D03","OSBS","000","025","2018-08-18",101.5584,101.16903,101.77112,0.03351,0.00197,8640,0,102.13953,0
"D03","OSBS","000","025","2018-08-19",101.27887,101.11886,101.43997,0.00822,0.00098,8640,0,101.85715,0
"D03","OSBS","000","025","2018-08-20",101.41544,101.22925,101.61056,0.00807,0.00097,8640,0,101.99859,0
"D03","OSBS","000","025","2018-08-21",101.47511,101.34966,101.61056,0.00549,8e-04,8640,0,102.05811,0
"D03","OSBS","000","025","2018-08-22",101.29276,101.01852,101.50018,0.01838,0.00146,8640,0,101.87237,0
"D03","OSBS","000","025","2018-08-23",101.07342,100.88807,101.19914,0.0079,0.00098,8273,0,101.64987,1
"D03","OSBS","000","025","2018-08-24",101.15792,101.00848,101.30952,0.00667,0.00088,8594,0,101.73789,0
"D03","OSBS","000","025","2018-08-25",101.45853,101.26938,101.6507,0.00814,0.00097,8640,0,102.03977,0
"D03","OSBS","000","025","2018-08-26",101.64562,101.54032,101.81126,0.00535,0.00079,8536,0,102.22895,0
"D03","OSBS","000","025","2018-08-27",101.57548,101.39983,101.71091,0.00574,0.00082,8639,0,102.15649,0
"D03","OSBS","000","025","2018-08-28",101.56669,101.45001,101.73098,0.00647,0.00087,8640,0,102.14908,0
"D03","OSBS","000","025","2018-08-29",101.63886,101.49014,101.76108,0.0053,0.00078,8640,0,102.22737,0
